snapshot_date,club,club_clean,elo
2022-09-01,Zenit,zenit,1690.79833984
2022-09-01,Zira,zira,1300.00048828
2022-09-01,Zlatibor,zlatibor,1170.36499023
2022-09-01,Zorya,zorya,1487.07275391
2022-09-01,Zrinjski Mostar,zrinjski mostar,1256.4810791
2022-09-01,Zuerich,zuerich,1499.45666504
2022-09-01,Zulte Waregem,zulte waregem,1323.50146484
2022-09-01,Zvyazda BDU,zvyazda bdu,1053.49304199
2023-09-01,Aalesund,aalesund,1207.58569336
2023-09-01,Aarhus,aarhus,1484.90600586
2023-09-01,Aberdeen,aberdeen,1328.37634277
2023-09-01,Adana Demirspor,adana demirspor,1574.85717773
2023-09-01,AEK,aek,1550.72497559
2023-09-01,AIK,aik,1351.17346191
2023-09-01,Ajaccio,ajaccio,1414.07836914
2023-09-01,Ajax,ajax,1739.58837891
2023-09-01,Aktobe,aktobe,1258.29101562
2023-09-01,Akureyri,akureyri,1234.39501953
2023-09-01,Alanyaspor,alanyaspor,1449.16174316
2023-09-01,Alashkert,alashkert,1200.12182617
2023-09-01,Albacete,albacete,1493.28894043
2023-09-01,Alcorcon,alcorcon,1411.21618652
2023-09-01,Alkmaar,alkmaar,1652.76916504
2023-09-01,Almere,almere,1387.61083984
2023-09-01,Almeria,almeria,1600.85803223
2023-09-01,Altach,altach,1328.82714844
2023-09-01,Aluminij,aluminij,1112.64599609
2023-09-01,Amiens,amiens,1356.06323242
2023-09-01,Amorebieta,amorebieta,1435.5234375
2023-09-01,Anderlecht,anderlecht,1587.63024902
2023-09-01,Andorra CF,andorra cf,1515.43737793
2023-09-01,Angers,angers,1417.57897949
2023-09-01,Ankaraguecue,ankaraguecue,1412.8338623
2023-09-01,Annecy,annecy,1334.59240723
2023-09-01,Antalyaspor,antalyaspor,1451.68762207
2023-09-01,Antwerp,antwerp,1648.07592773
2023-09-01,Ararat,ararat,1160.66955566
2023-09-01,Arda,arda,1248.92749023
2023-09-01,Aris,aris,1406.11083984
2023-09-01,Aris Limassol,aris limassol,1435.42944336
2023-09-01,Arouca,arouca,1473.94189453
2023-09-01,Ascoli,ascoli,1427.71557617
2023-09-01,Ashdod,ashdod,1327.01611328
2023-09-01,Asteras Tripolis,asteras tripolis,1278.08959961
2023-09-01,Atromitos,atromitos,1276.62927246
2023-09-01,Auda,auda,1192.19238281
2023-09-01,Austria Wien,austria wien,1441.53051758
2023-09-01,Auxerre,auxerre,1491.45068359
2023-09-01,B 36 Torshavn,b 36 torshavn,1066.84960938
2023-09-01,Backa Topola,backa topola,1342.92028809
2023-09-01,Ballkani,ballkani,1172.87023926
2023-09-01,Baltika,baltika,1342.49938965
2023-09-01,Balzan,balzan,1086.40185547
2023-09-01,Banants,banants,1152.08911133
2023-09-01,Banik Ostrava,banik ostrava,1366.05615234
2023-09-01,Bari,bari,1502.11608887
2023-09-01,Basel,basel,1441.22485352
2023-09-01,Bastia,bastia,1425.63330078
2023-09-01,BATE,bate,1248.45239258
2023-09-01,Batumi,batumi,1178.2746582
2023-09-01,Beer-Sheva,beer-sheva,1528.68469238
2023-09-01,Beitar,beitar,1301.71228027
2023-09-01,Benfica,benfica,1801.06494141
2023-09-01,Beroe Stara Zagora,beroe stara zagora,1160.5411377
2023-09-01,Besiktas,besiktas,1658.42663574
2023-09-01,Birkirkara,birkirkara,1078.01794434
2023-09-01,Birmingham,birmingham,1479.96374512
2023-09-01,Blackburn,blackburn,1528.19104004
2023-09-01,Blagoevgrad,blagoevgrad,1072.42773438
2023-09-01,Bnei Sakhinin,bnei sakhinin,1307.33288574
2023-09-01,Boavista,boavista,1491.66320801
2023-09-01,Bodoe Glimt,bodoe glimt,1575.46459961
2023-09-01,Bohemians Praha,bohemians praha,1363.90759277
2023-09-01,Borac Banja Luka,borac banja luka,1180.14990234
2023-09-01,Bordeaux,bordeaux,1479.64868164
2023-09-01,Botev Plovdiv,botev plovdiv,1155.78112793
2023-09-01,Botev Vratsa,botev vratsa,1087.19042969
2023-09-01,Botosani,botosani,1232.16137695
2023-09-01,Braga,braga,1677.02319336
2023-09-01,Brann,brann,1377.31640625
2023-09-01,Braunschweig,braunschweig,1375.24377441
2023-09-01,Bravo,bravo,1192.42822266
2023-09-01,Breidablik,breidablik,1230.02612305
2023-09-01,Brescia,brescia,1407.18261719
2023-09-01,Brest,brest,1582.44787598
2023-09-01,Bristol City,bristol city,1490.88708496
2023-09-01,Brommapojkarna,brommapojkarna,1237.64831543
2023-09-01,Brondby,brondby,1509.67919922
2023-09-01,Brugge,brugge,1662.5670166
2023-09-01,Bueyueksehir,bueyueksehir,1527.8704834
2023-09-01,Burgos,burgos,1458.46057129
2023-09-01,BW Linz,bw linz,1295.43737793
2023-09-01,Caen,caen,1459.47912598
2023-09-01,Cardiff,cardiff,1455.82507324
2023-09-01,Cartagena,cartagena,1459.23168945
2023-09-01,Casa Pia,casa pia,1430.1920166
2023-09-01,Catanzaro,catanzaro,1400.82446289
2023-09-01,Celje,celje,1362.50952148
2023-09-01,Celtic,celtic,1623.14355469
2023-09-01,Cercle Brugge,cercle brugge,1553.78137207
2023-09-01,Ceske Budejovice,ceske budejovice,1271.31286621
2023-09-01,CFR Cluj,cfr cluj,1441.66137695
2023-09-01,Charleroi,charleroi,1500.78833008
2023-09-01,Chaves,chaves,1421.53234863
2023-09-01,Cherno More,cherno more,1324.20703125
2023-09-01,Chernomorets,chernomorets,1238.98461914
2023-09-01,Cittadella,cittadella,1432.54626465
2023-09-01,College Europa,college europa,907.217163086
2023-09-01,Como,como,1439.50256348
2023-09-01,Concarneau,concarneau,1263.90759277
2023-09-01,Connahs Quay,connahs quay,982.006530762
2023-09-01,Cosenza,cosenza,1398.56835938
2023-09-01,Cosmos,cosmos,696.616455078
2023-09-01,Coventry,coventry,1576.02636719
2023-09-01,Cracovia,cracovia,1397.5123291
2023-09-01,Craiova,craiova,1422.1920166
2023-09-01,Craiova 1948,craiova 1948,1265.3404541
2023-09-01,Cremonese,cremonese,1521.75769043
2023-09-01,Crusaders,crusaders,1086.08044434
2023-09-01,Crvena Zvezda,crvena zvezda,1585.31518555
2023-09-01,CSKA 1948 Sofia,cska 1948 sofia,1327.16149902
2023-09-01,CSKA Moskva,cska moskva,1568.91430664
2023-09-01,CSKA Sofia,cska sofia,1402.02587891
2023-09-01,Cukaricki,cukaricki,1316.24084473
2023-09-01,Debrecen,debrecen,1304.50671387
2023-09-01,Degerfors,degerfors,1233.65161133
2023-09-01,Derry City,derry city,1194.78149414
2023-09-01,Differdang,differdang,1073.77246094
2023-09-01,Dila Gori,dila gori,1194.50598145
2023-09-01,Dinamo Bucuresti,dinamo bucuresti,1164.66308594
2023-09-01,Dinamo Minsk,dinamo minsk,1239.5748291
2023-09-01,Dinamo Tbilisi,dinamo tbilisi,1134.5390625
2023-09-01,Dinamo Zagreb,dinamo zagreb,1574.42468262
2023-09-01,Diosgyori,diosgyori,1228.38452148
2023-09-01,Djurgarden,djurgarden,1444.37512207
2023-09-01,Dnipro,dnipro,1380.62536621
2023-09-01,Domzale,domzale,1250.11682129
2023-09-01,Drita,drita,1191.71264648
2023-09-01,Dudelange,dudelange,1085.82019043
2023-09-01,Duesseldorf,duesseldorf,1550.69348145
2023-09-01,Dukagjini,dukagjini,1084.37695312
2023-09-01,Dunajska,dunajska,1338.4552002
2023-09-01,Dundalk,dundalk,1176.00512695
2023-09-01,Dundee,dundee,1206.20861816
2023-09-01,Dunkerque,dunkerque,1278.14147949
2023-09-01,Dynamo Kyiv,dynamo kyiv,1475.87805176
2023-09-01,Dynamo Moskva,dynamo moskva,1488.41796875
2023-09-01,Egnatia,egnatia,1174.42944336
2023-09-01,Eibar,eibar,1537.14660645
2023-09-01,Elche,elche,1558.1340332
2023-09-01,Eldense,eldense,1424.98803711
2023-09-01,Elfsborg,elfsborg,1490.43322754
2023-09-01,Elversberg,elversberg,1339.52087402
2023-09-01,Escaldes,escaldes,880.996765137
2023-09-01,Espanyol,espanyol,1620.91589355
2023-09-01,Estoril,estoril,1399.98925781
2023-09-01,Estrela Amadora,estrela amadora,1399.19165039
2023-09-01,Etar,etar,1092.90405273
2023-09-01,Eupen,eupen,1384.20300293
2023-09-01,Excelsior,excelsior,1385.99157715
2023-09-01,Fakel Voronezh,fakel voronezh,1356.55554199
2023-09-01,Famalicao,famalicao,1493.95251465
2023-09-01,Farense,farense,1401.33630371
2023-09-01,Fatih Karaguemruek,fatih karaguemruek,1520.20141602
2023-09-01,FC Infonet,fc infonet,1001.38671875
2023-09-01,FC Kobenhavn,fc kobenhavn,1627.39501953
2023-09-01,FC Krasnodar,fc krasnodar,1552.515625
2023-09-01,FCB Magpies,fcb magpies,859.597900391
2023-09-01,Fenerbahce,fenerbahce,1696.10424805
2023-09-01,Feralpisalo,feralpisalo,1350.57641602
2023-09-01,Ferencvaros,ferencvaros,1411.54101562
2023-09-01,Ferrol,ferrol,1440.40893555
2023-09-01,Feyenoord,feyenoord,1741.05627441
2023-09-01,FK Astana,fk astana,1371.68212891
2023-09-01,FK Riga,fk riga,1285.85852051
2023-09-01,FK Sarajevo,fk sarajevo,1229.33117676
2023-09-01,Flora Tallinn,flora tallinn,1131.42407227
2023-09-01,Fuerth,fuerth,1469.48547363
2023-09-01,Gabala,gabala,1300.4362793
2023-09-01,Galatasaray,galatasaray,1691.45593262
2023-09-01,Gaziantep FK,gaziantep fk,1295.34155273
2023-09-01,Genk,genk,1610.44897461
2023-09-01,Gent,gent,1652.50427246
2023-09-01,Giannina,giannina,1288.77844238
2023-09-01,Gil Vicente,gil vicente,1464.80102539
2023-09-01,Go Ahead Eagles,go ahead eagles,1431.37792969
2023-09-01,Goeteborg,goeteborg,1331.22644043
2023-09-01,Gornik,gornik,1361.14526367
2023-09-01,Gota,gota,1026.86169434
2023-09-01,Grasshoppers,grasshoppers,1387.92749023
2023-09-01,Grenoble,grenoble,1387.3536377
2023-09-01,Guimaraes,guimaraes,1524.56469727
2023-09-01,Guingamp,guingamp,1432.51318359
2023-09-01,Gzira United,gzira united,1091.49047852
2023-09-01,H Petach Tikva,h petach tikva,1233.35400391
2023-09-01,H Tel Aviv,h tel aviv,1323.10302734
2023-09-01,Haecken,haecken,1476.15771484
2023-09-01,Hajduk,hajduk,1506.26806641
2023-09-01,Haka,haka,1212.14367676
2023-09-01,Halmstad,halmstad,1226.0411377
2023-09-01,Ham-Kam,ham-kam,1278.49865723
2023-09-01,Hamburg,hamburg,1602.36901855
2023-09-01,Hammarby,hammarby,1423.40905762
2023-09-01,Hamrun,hamrun,1145.34057617
2023-09-01,Hannover,hannover,1437.73754883
2023-09-01,Hapoel Eran Hadera,hapoel eran hadera,1268.84899902
2023-09-01,Hapoel Haifa,hapoel haifa,1325.29150391
2023-09-01,Hapoel Jerusalem,hapoel jerusalem,1310.65063477
2023-09-01,Hartberg,hartberg,1342.3651123
2023-09-01,Hatayspor,hatayspor,1316.57299805
2023-09-01,Haugesund,haugesund,1319.44873047
2023-09-01,Haverfordwest,haverfordwest,989.730102539
2023-09-01,HB Torshavn,hb torshavn,1041.53735352
2023-09-01,Hearts,hearts,1337.21630859
2023-09-01,Hebar,hebar,1133.34521484
2023-09-01,Heerenveen,heerenveen,1475.92077637
2023-09-01,Hegelmann,hegelmann,1112.26757812
2023-09-01,Heracles,heracles,1407.98913574
2023-09-01,Hermannstadt,hermannstadt,1273.22460938
2023-09-01,Hertha,hertha,1551.00939941
2023-09-01,Hibernian,hibernian,1331.26635742
2023-09-01,HJK Helsinki,hjk helsinki,1301.60021973
2023-09-01,HNK Gorica,hnk gorica,1316.90490723
2023-09-01,Holstein,holstein,1485.77722168
2023-09-01,Honka Espoo,honka espoo,1219.21582031
2023-09-01,Hradec Kralove,hradec kralove,1341.94152832
2023-09-01,Huddersfield,huddersfield,1483.09802246
2023-09-01,Huesca,huesca,1487.41540527
2023-09-01,Hull,hull,1507.51367188
2023-09-01,Hvidovre,hvidovre,1317.35876465
2023-09-01,Iasi,iasi,1166.10791016
2023-09-01,IK Sirius,ik sirius,1281.5982666
2023-09-01,IMT,imt,1092.47998047
2023-09-01,Ipswich,ipswich,1452.3494873
2023-09-01,Istanbulspor,istanbulspor,1415.56213379
2023-09-01,Istra 1961,istra 1961,1299.78063965
2023-09-01,Ivanjica,ivanjica,1090.78723145
2023-09-01,Jablonec,jablonec,1307.52429199
2023-09-01,Jagiellonia,jagiellonia,1382.82531738
2023-09-01,Kalmar,kalmar,1325.75305176
2023-09-01,Karabakh Agdam,karabakh agdam,1566.01318359
2023-09-01,Karlsruhe,karlsruhe,1478.89257812
2023-09-01,Karvina,karvina,1214.71362305
2023-09-01,Kasimpasa,kasimpasa,1463.28100586
2023-09-01,Kauno Zalgiris,kauno zalgiris,1099.0090332
2023-09-01,Kayseri,kayseri,1444.62023926
2023-09-01,Kecskemeti,kecskemeti,1307.04223633
2023-09-01,KF Gjilani,kf gjilani,1062.39404297
2023-09-01,Kifisias,kifisias,1180.6229248
2023-09-01,Kilmarnock,kilmarnock,1257.27563477
2023-09-01,Kisvarda,kisvarda,1262.40637207
2023-09-01,Klagenfurt,klagenfurt,1409.42492676
2023-09-01,Klaksvik,klaksvik,1148.47021484
2023-09-01,Kolos,kolos,1283.82946777
2023-09-01,Konyaspor,konyaspor,1517.76391602
2023-09-01,Koper,koper,1255.6328125
2023-09-01,Korona,korona,1308.90881348
2023-09-01,Kortrijk,kortrijk,1360.12255859
2023-09-01,Kragujevac,kragujevac,1092.98168945
2023-09-01,Krusevac,krusevac,1101.38793945
2023-09-01,Kryliya Sovetov,kryliya sovetov,1436.1784668
2023-09-01,Kryvbas,kryvbas,1275.53845215
2023-09-01,Kuopio,kuopio,1306.14868164
2023-09-01,La Fiorita,la fiorita,666.000732422
2023-09-01,Lamia,lamia,1234.76379395
2023-09-01,Larnaca,larnaca,1476.78222656
2023-09-01,Larne,larne,1055.97705078
2023-09-01,LASK,lask,1510.17541504
2023-09-01,Lausanne,lausanne,1311.47546387
2023-09-01,Lausanne Ouchy,lausanne ouchy,1308.51086426
2023-09-01,Lautern,lautern,1418.95141602
2023-09-01,Laval,laval,1340.04089355
2023-09-01,Lech,lech,1529.60327148
2023-09-01,Leeds,leeds,1641.65563965
2023-09-01,Leganes,leganes,1502.11901855
2023-09-01,Legia,legia,1502.81176758
2023-09-01,Leicester,leicester,1737.03833008
2023-09-01,Leuven,leuven,1462.22741699
2023-09-01,Levante,levante,1619.82177734
2023-09-01,Levski,levski,1376.18884277
2023-09-01,Levski Krumovgrad,levski krumovgrad,1148.68444824
2023-09-01,Lincoln,lincoln,950.542419434
2023-09-01,Linfield,linfield,1119.01037598
2023-09-01,Livingston,livingston,1256.65930176
2023-09-01,LKS,lks,1269.52075195
2023-09-01,LNZ,lnz,1218.67749023
2023-09-01,Lok Moskva,lok moskva,1523.0090332
2023-09-01,Lok Plovdiv,lok plovdiv,1300.6697998
2023-09-01,Lok Sofia,lok sofia,1094.49353027
2023-09-01,Lok Zagreb,lok zagreb,1324.1361084
2023-09-01,Lubin,lubin,1358.52661133
2023-09-01,Lugano,lugano,1504.32287598
2023-09-01,Lustenau,lustenau,1349.32275391
2023-09-01,Luzern,luzern,1451.03625488
2023-09-01,Lyngby,lyngby,1364.0847168
2023-09-01,M Petach Tikva,m petach tikva,1235.05249023
2023-09-01,M Tel Aviv,m tel aviv,1578.47888184
2023-09-01,Maccabi Bnei Raina,maccabi bnei raina,1252.98803711
2023-09-01,Maccabi Haifa,maccabi haifa,1587.67248535
2023-09-01,Magdeburg,magdeburg,1448.0201416
2023-09-01,Makedonija,makedonija,1105.08398438
2023-09-01,Malmoe,malmoe,1448.78637695
2023-09-01,Maribor,maribor,1343.20568848
2023-09-01,Mechelen,mechelen,1469.42370605
2023-09-01,Metalist 1925,metalist 1925,1226.37475586
2023-09-01,Metz,metz,1543.91870117
2023-09-01,Mezokovesd-Zsory,mezokovesd-zsory,1227.67504883
2023-09-01,Middlesbrough,middlesbrough,1544.6282959
2023-09-01,Midtjylland,midtjylland,1551.6953125
2023-09-01,Millwall,millwall,1532.2734375
2023-09-01,Milsami Orhei,milsami orhei,1213.57250977
2023-09-01,Mirandes,mirandes,1458.03808594
2023-09-01,Mjaellby,mjaellby,1333.96948242
2023-09-01,Mlada Boleslav,mlada boleslav,1363.02392578
2023-09-01,Mladost Lucani,mladost lucani,1151.35791016
2023-09-01,Molde,molde,1551.60766602
2023-09-01,Molenbeek,molenbeek,1367.23217773
2023-09-01,Moreirense,moreirense,1403.01391602
2023-09-01,Motherwell,motherwell,1320.72814941
2023-09-01,MTK,mtk,1216.45727539
2023-09-01,Mura,mura,1256.33984375
2023-09-01,Mynai,mynai,1180.37927246
2023-09-01,Neftchi,neftchi,1342.31933594
2023-09-01,Neman Grodno,neman grodno,1139.85681152
2023-09-01,Netanya,netanya,1362.79467773
2023-09-01,NFC Volos,nfc volos,1267.34448242
2023-09-01,Niedercorn,niedercorn,1092.47595215
2023-09-01,Nijmegen,nijmegen,1431.76489258
2023-09-01,Nis,nis,1109.84118652
2023-09-01,Nizhny Novgorod,nizhny novgorod,1384.76806641
2023-09-01,Nordsjaelland,nordsjaelland,1569.02697754
2023-09-01,Norrkoeping,norrkoeping,1369.29626465
2023-09-01,Norwich,norwich,1554.10522461
2023-09-01,Novi Pazar,novi pazar,1153.97436523
2023-09-01,Novi Sad,novi sad,1271.60742188
2023-09-01,Nuernberg,nuernberg,1432.67358398
2023-09-01,Obolon Kyiv,obolon kyiv,1241.9083252
2023-09-01,Odd Grenland,odd grenland,1360.77709961
2023-09-01,Odense,odense,1455.68103027
2023-09-01,OFI,ofi,1298.82116699
2023-09-01,Olexandriya,olexandriya,1313.79309082
2023-09-01,Olimpija Ljubljana,olimpija ljubljana,1326.95239258
2023-09-01,Olympiakos,olympiakos,1584.28442383
2023-09-01,Omonia,omonia,1436.6739502
2023-09-01,Ordabasy,ordabasy,1252.76391602
2023-09-01,Osijek,osijek,1411.88464355
2023-09-01,Osnabrueck,osnabrueck,1345.96435547
2023-09-01,Otelul Galati,otelul galati,1185.25976562
2023-09-01,Oviedo,oviedo,1515.35949707
2023-09-01,Paderborn,paderborn,1497.0045166
2023-09-01,Paide Linnameeskond,paide linnameeskond,1013.82318115
2023-09-01,Paksi,paksi,1287.88366699
2023-09-01,Palermo,palermo,1454.46447754
2023-09-01,Panathinaikos,panathinaikos,1539.55444336
2023-09-01,Panetolikos,panetolikos,1201.3404541
2023-09-01,Panevezys,panevezys,1138.43078613
2023-09-01,Panserraikos,panserraikos,1205.68725586
2023-09-01,PAOK,paok,1541.20153809
2023-09-01,Pardubice,pardubice,1284.83728027
2023-09-01,Paris FC,paris fc,1400.28747559
2023-09-01,Parma,parma,1523.91064453
2023-09-01,Partizan,partizan,1424.19750977
2023-09-01,Partizani Tirana,partizani tirana,1197.4609375
2023-09-01,Pau,pau,1363.38037109
2023-09-01,Pendikspor,pendikspor,1334.09179688
2023-09-01,Penybont,penybont,962.094421387
2023-09-01,Petrocub,petrocub,1234.45910645
2023-09-01,Petrolul Ploiesti,petrolul ploiesti,1244.70178223
2023-09-01,Piast Gliwice,piast gliwice,1446.39123535
2023-09-01,Pisa,pisa,1467.43652344
2023-09-01,Plymouth,plymouth,1430.41882324
2023-09-01,Podgorica,podgorica,977.909179688
2023-09-01,Pogon,pogon,1419.08776855
2023-09-01,Polissya Zhytomyr,polissya zhytomyr,1270.4753418
2023-09-01,Portimonense,portimonense,1372.07507324
2023-09-01,Porto,porto,1831.67810059
2023-09-01,Preston,preston,1512.40930176
2023-09-01,PSV,psv,1772.43310547
2023-09-01,Puskas Akademia,puskas akademia,1314.0567627
2023-09-01,Puszcza Niepolomice,puszcza niepolomice,1277.61560059
2023-09-01,Pyunik,pyunik,1255.30773926
2023-09-01,QPR,qpr,1410.35217285
2023-09-01,Radnik Surdulica,radnik surdulica,1159.52355957
2023-09-01,Radomiak,radomiak,1363.1541748
2023-09-01,Radomlje,radomlje,1200.7701416
2023-09-01,Rakow,rakow,1551.8470459
2023-09-01,Randers,randers,1414.58544922
2023-09-01,Rangers,rangers,1632.29833984
2023-09-01,Rapid Bucuresti,rapid bucuresti,1352.03955078
2023-09-01,Rapid Wien,rapid wien,1475.70227051
2023-09-01,Razgrad,razgrad,1488.34069824
2023-09-01,Reggiana,reggiana,1357.13012695
2023-09-01,RFS,rfs,1228.13769531
2023-09-01,Rijeka,rijeka,1407.07739258
2023-09-01,Rio Ave,rio ave,1426.27587891
2023-09-01,Rizespor,rizespor,1356.17871094
2023-09-01,Rodez,rodez,1361.79956055
2023-09-01,Rogaska,rogaska,1091.63183594
2023-09-01,Rosenborg,rosenborg,1401.52368164
2023-09-01,Ross County,ross county,1233.89111328
2023-09-01,Rostock,rostock,1427.01916504
2023-09-01,Rostov,rostov,1461.12365723
2023-09-01,Rotherham,rotherham,1436.76708984
2023-09-01,Rubin Kazan,rubin kazan,1363.62475586
2023-09-01,Ruch,ruch,1280.6463623
2023-09-01,Rudes Zagreb,rudes zagreb,1160.6574707
2023-09-01,Rukh Lviv,rukh lviv,1293.24951172
2023-09-01,Sabah,sabah,1340.21130371
2023-09-01,Saint-Etienne,saint-etienne,1439.51855469
2023-09-01,Salzburg,salzburg,1730.19213867
2023-09-01,Sampdoria,sampdoria,1498.01342773
2023-09-01,Samsunspor,samsunspor,1339.49377441
2023-09-01,Sandefjord,sandefjord,1271.546875
2023-09-01,Santa Coloma,santa coloma,898.331298828
2023-09-01,Santander,santander,1492.95666504
2023-09-01,Sarpsborg,sarpsborg,1382.92907715
2023-09-01,Schalke,schalke,1554.28198242
2023-09-01,Sepsi,sepsi,1374.55932617
2023-09-01,Servette,servette,1465.18029785
2023-09-01,Shakhtar,shakhtar,1588.90246582
2023-09-01,Shamrock,shamrock,1173.89001465
2023-09-01,Sheffield Weds,sheffield weds,1399.49987793
2023-09-01,Sheriff Tiraspol,sheriff tiraspol,1496.28063965
2023-09-01,Shkendija,shkendija,1226.29931641
2023-09-01,Shkupi,shkupi,1102.18518066
2023-09-01,Sigma Olomouc,sigma olomouc,1426.8885498
2023-09-01,Silkeborg,silkeborg,1463.69189453
2023-09-01,Sittard,sittard,1416.36499023
2023-09-01,Sivasspor,sivasspor,1461.22253418
2023-09-01,Slask,slask,1345.24511719
2023-09-01,Slaven Belupo,slaven belupo,1281.72399902
2023-09-01,Slavia Praha,slavia praha,1628.68225098
2023-09-01,Slavia Sofia,slavia sofia,1195.54296875
2023-09-01,Slovacko,slovacko,1440.96789551
2023-09-01,Slovan Bratislava,slovan bratislava,1376.20495605
2023-09-01,Slovan Liberec,slovan liberec,1340.64794922
2023-09-01,Sochi,sochi,1438.04467773
2023-09-01,Southampton,southampton,1634.54541016
2023-09-01,Sparta Praha,sparta praha,1604.2244873
2023-09-01,Sparta Rotterdam,sparta rotterdam,1567.86047363
2023-09-01,Spartak Moskva,spartak moskva,1530.24560547
2023-09-01,Spezia,spezia,1518.59924316
2023-09-01,Sporting,sporting,1757.99511719
2023-09-01,St Gillis,st gillis,1665.20153809
2023-09-01,St Johnstone,st johnstone,1230.99475098
2023-09-01,St Mirren,st mirren,1298.70593262
2023-09-01,St Patricks,st patricks,1167.4251709
2023-09-01,St Pauli,st pauli,1551.97167969
2023-09-01,St Truiden,st truiden,1473.5144043
2023-09-01,Stabaek,stabaek,1262.10778809
2023-09-01,Stal Mielec,stal mielec,1338.36437988
2023-09-01,Standard,standard,1452.83166504
2023-09-01,Steaua,steaua,1434.7635498
2023-09-01,StGallen,stgallen,1485.89831543
2023-09-01,Stoke,stoke,1493.89855957
2023-09-01,Strasbourg,strasbourg,1608.50012207
2023-09-01,Stromsgodset,stromsgodset,1311.76916504
2023-09-01,Struga,struga,1122.38134766
2023-09-01,Sturm Graz,sturm graz,1587.13757324
2023-09-01,Suedtirol,suedtirol,1485.29858398
2023-09-01,Sunderland,sunderland,1527.5949707
2023-09-01,Sutjeska,sutjeska,963.651672363
2023-09-01,Sverdlovsk,sverdlovsk,1448.1484375
2023-09-01,Swansea,swansea,1528.93530273
2023-09-01,Swift Hesperange,swift hesperange,1079.76623535
2023-09-01,Tenerife,tenerife,1541.08435059
2023-09-01,Teplice,teplice,1301.84912109
2023-09-01,Terek Grozny,terek grozny,1485.76855469
2023-09-01,Ternana,ternana,1370.91467285
2023-09-01,Tescoma Zlin,tescoma zlin,1272.52404785
2023-09-01,The New Saints,the new saints,1079.25256348
2023-09-01,Tirana,tirana,1155.55859375
2023-09-01,Tobol,tobol,1262.16796875
2023-09-01,Torpedo Kutaisi,torpedo kutaisi,1171.62963867
2023-09-01,Torpedo Zhodino,torpedo zhodino,1104.54260254
2023-09-01,Trabzonspor,trabzonspor,1529.84802246
2023-09-01,Trans Narva,trans narva,1017.82794189
2023-09-01,Tre Penne,tre penne,685.460083008
2023-09-01,Trnava,trnava,1399.1640625
2023-09-01,Tromso,tromso,1421.14013672
2023-09-01,Troyes,troyes,1445.62414551
2023-09-01,Twente,twente,1637.38269043
2023-09-01,Ujpest,ujpest,1262.0625
2023-09-01,Universitatea Cluj,universitatea cluj,1244.71459961
2023-09-01,US Quevilly,us quevilly,1333.68139648
2023-09-01,UTA Arad,uta arad,1239.78283691
2023-09-01,Utrecht,utrecht,1516.24230957
2023-09-01,Vaduz,vaduz,1336.74255371
2023-09-01,Valenciennes,valenciennes,1346.5177002
2023-09-01,Valerenga,valerenga,1346.08984375
2023-09-01,Valladolid,valladolid,1581.82629395
2023-09-01,Valmieras,valmieras,1153.99584961
2023-09-01,Varazdin,varazdin,1282.31262207
2023-09-01,Varbergs,varbergs,1199.7668457
2023-09-01,Varnamo,varnamo,1284.32824707
2023-09-01,Vejle,vejle,1311.53991699
2023-09-01,Venezia,venezia,1497.38525391
2023-09-01,Veres,veres,1210.74841309
2023-09-01,Viborg,viborg,1468.22070312
2023-09-01,Videoton,videoton,1267.10839844
2023-09-01,Viitorul,viitorul,1386.80554199
2023-09-01,Viking,viking,1460.24182129
2023-09-01,Vikingur,vikingur,1225.62609863
2023-09-01,Viktoria Plzen,viktoria plzen,1504.96606445
2023-09-01,Vitesse,vitesse,1500.57971191
2023-09-01,Vizela,vizela,1418.52062988
2023-09-01,Vllaznia,vllaznia,1169.25964355
2023-09-01,Volendam,volendam,1371.90539551
2023-09-01,Voluntari,voluntari,1288.31616211
2023-09-01,Vorskla,vorskla,1313.54467773
2023-09-01,Vozdovac Beograd,vozdovac beograd,1189.06359863
2023-09-01,Waalwijk,waalwijk,1400.9597168
2023-09-01,Warta,warta,1365.86523438
2023-09-01,Watford,watford,1512.9954834
2023-09-01,Wattens,wattens,1352.48425293
2023-09-01,Wehen,wehen,1378.10778809
2023-09-01,West Brom,west brom,1548.85705566
2023-09-01,Westerlo,westerlo,1442.29833984
2023-09-01,Widzew,widzew,1275.69177246
2023-09-01,Young Boys,young boys,1624.71594238
2023-09-01,Yverdon Sport,yverdon sport,1347.44775391
2023-09-01,Zalaegerszegi,zalaegerszegi,1199.73022461
2023-09-01,Zalgiris Vilnius,zalgiris vilnius,1210.27575684
2023-09-01,Zaragoza,zaragoza,1527.85913086
2023-09-01,Zeleznicar Pancevo,zeleznicar pancevo,1042.0090332
2023-09-01,Zeljeznicar,zeljeznicar,1234.71191406
2023-09-01,Zenit,zenit,1695.89831543
2023-09-01,Zilina,zilina,1369.06225586
2023-09-01,Zimbru,zimbru,1226.43933105
2023-09-01,Zlatibor,zlatibor,1121.6550293
2023-09-01,Zorya,zorya,1432.27502441
2023-09-01,Zrinjski Mostar,zrinjski mostar,1258.6541748
2023-09-01,Zuerich,zuerich,1494.21398926
2023-09-01,Zwolle,zwolle,1404.07983398
2024-09-01,Aalborg,aalborg,1339.78271484
2024-09-01,Aarhus,aarhus,1532.23730469
